sedaadmin,seda_district,stateabb,gys_mn_2019_ol,gys_mn_2022_ol,gys_mn_2023_ol,County Names,month,share_inperson,share_hybrid,share_virtual,membership,total_revenue,total_fed_revenue,County-Level Index,Family Unity,Community Health,Institutional Health,Collective Efficacy,married_household,married_household_children,male_married,female_married,male_never_married,female_never_married,male_divorced,female_divorced,birth_last_year_unmarried,over_25_highschool_degree,over_25_associates_degree,over_25_bachelors_degree,over_25_graduate_degree,native_born,only_english,non_english,with_computer,with_internet,unemployment,median_income,mean_income,with_health_insurance,poverty,owner_occupied_value,occupancy,SMOC,rent,mortgage_percentage,population,sex_ratio,hispanic_percent,white_percent,black_percent,asian_percent,no_workers,one_worker,employment_past_year
3413710,Readington Township School District,NJ,1.819789904166942,1.388856855199211,1.676510723879618,Hunterdon County,2021m1,1,0,0,1443,45016000,1495000,1.353601,1.488193,-0.526235,1.528165,1.059181,62.5,23.0,61.0,57.4,29.5,23.8,6.9,10.1,1146,19.4,6.5,32.3,23.1,89.6,87.0,13.0,96.1,93.2,4.6,161440,202019,97.2,2.1,478600,96.1,1299,1627,66.6,129099,97.7,129099,85.9,2.6,4.5,12.8,26.6,56.8
3414010,Riverside Township School District,NJ,-2.166612344520271,-2.74744379204461,-2.417101634113203,Burlington County,2021m1,0.29032257,0,0.7096774,1413,37332000,3568000,0.4096094,0.590114,-1.029259,0.9487176,0.4466949,53.4,20.6,53.4,49.5,34.6,28.8,7.9,11.2,4297,26.4,7.9,26.4,14.6,89.3,86.2,13.8,95.4,92.9,5.1,122708,155481,95.9,4.7,304600,94.4,1031,1575,67.4,461853,97.9,461853,67.7,16.5,5.5,12.6,28.2,56
3414130,Rockaway Township School District,NJ,1.21016414207566,0.6965563214266748,0.7323318292309571,Morris County,2021m1,0,0.51612902,0.48387095,2334,67978000,2916000,1.166057,1.696756,-0.8056288,1.177729,0.929041,58.4,25.5,57.9,53.1,32.4,27.8,6.4,9.7,5378,18.8,6.1,33.0,24.2,80.7,74.9,25.1,96.1,94.0,5.3,163598,211687,95.4,3.3,531800,96,1331,1814,66.5,508816,98.5,508816,73.8,3.4,10.7,10.5,27,58.2
3414340,Roxbury Township School District,NJ,1.473866765217285,0.454716843958904,0.4588124954450983,Morris County,2021m1,0,0.51612902,0.48387095,3402,101330000,4775000,1.166057,1.696756,-0.8056288,1.177729,0.929041,58.4,25.5,57.9,53.1,32.4,27.8,6.4,9.7,5378,18.8,6.1,33.0,24.2,80.7,74.9,25.1,96.1,94.0,5.3,163598,211687,95.4,3.3,531800,96,1331,1814,66.5,508816,98.5,508816,73.8,3.4,10.7,10.5,27,58.2
3414370,Rumson Borough School District,NJ,4.630316772429397,4.179120777373665,4.693475547384356,Monmouth County,2021m1,0.064516127,0.7096774,0.22580644,914,27580000,859000,0.5152937,0.7885914,-0.9413838,0.9658282,0.431202,55.0,22.3,56.2,51.3,33.7,28.7,6.7,9.6,6525,21.4,7.5,30.5,19.4,86.8,82.6,17.4,95.3,92.5,5.4,150040,193357,95,4.2,519300,92.3,1272,1683,65.3,643064,96.5,643064,78.5,6.6,5.4,12.2,26.4,55.6
3414880,Shamong Township School District,NJ,0.962942972014642,0.5079734238816966,0.963695043226288,Burlington County,2021m1,0,1,0,690,18694000,1219000,0.4096094,0.590114,-1.029259,0.9487176,0.4466949,53.4,20.6,53.4,49.5,34.6,28.8,7.9,11.2,4297,26.4,7.9,26.4,14.6,89.3,86.2,13.8,95.4,92.9,5.1,122708,155481,95.9,4.7,304600,94.4,1031,1575,67.4,461853,97.9,461853,67.7,16.5,5.5,12.6,28.2,56
3415330,South Orange-Maplewood School District,NJ,1.675284622149256,0.7912770727625595,0.9159753149079322,Essex County,2021m1,0,0,1,6559,187474000,6136000,-1.475521,-1.04075,-1.000773,0.1625683,-2.250621,40.3,18.8,44.1,38.3,44.4,41.4,6.9,9.7,11475,27.8,6.0,21.7,15.7,71.0,62.9,37.1,93.3,85.9,8.5,97380,151022,88.5,11.9,466500,93.7,1466,1404,69.1,853374,94.7,853374,35.5,37.8,5.7,10.7,33.9,59.7
3415420,Southampton Township School District,NJ,1.272340347884549,-0.1250176497415225,0.0599216171350392,Burlington County,2021m1,1,0,0,682,18932000,922000,0.4096094,0.590114,-1.029259,0.9487176,0.4466949,53.4,20.6,53.4,49.5,34.6,28.8,7.9,11.2,4297,26.4,7.9,26.4,14.6,89.3,86.2,13.8,95.4,92.9,5.1,122708,155481,95.9,4.7,304600,94.4,1031,1575,67.4,461853,97.9,461853,67.7,16.5,5.5,12.6,28.2,56
3415690,Stafford Township School District,NJ,1.529777986832346,0.8760248386995162,1.479581480230317,Ocean County,2021m1,0,0.29032257,0.7096774,2336,57904000,3716000,0.2998466,0.9938198,-1.202593,0.0479258,0.7622339,52.8,20.2,55.3,50.1,32.2,25.1,8.0,11.0,9702,33.3,7.9,21.5,11.4,92.2,87.9,12.1,91.9,86.1,5.7,104483,129682,95.5,6.6,343500,81.5,873,1639,59.2,638691,94.8,638691,87,3.1,1.9,17.8,29.9,44.3
3415960,Sussex-Wantage Regional School District,NJ,0.3281461491239277,-0.5337767606655426,-0.3222125832645881,Sussex County,2021m1,0,1,0,1020,30486000,1686000,0.9647123,1.438332,-0.8638095,0.8619191,1.009088,57.2,20.9,56.4,54.3,31.0,25.0,8.5,12.1,1377,28.7,8.3,25.1,13.8,91.9,89.4,10.6,95.8,93.0,5.5,130760,159547,96.4,3.6,322300,89.9,1057,1501,69,144808,101.4,144808,87.4,2.2,1.9,11.8,25.8,54.3
3415990,Swedesboro-Woolwich School District,NJ,1.54224414877537,1.987972859431737,2.211726009005658,Gloucester County,2021m1,0,0.54838711,0.45161289,1573,38411000,2476000,0.3697789,0.6571116,-1.203801,0.7817346,0.590779,52.7,21.0,51.5,46.8,36.7,31.3,7.5,11.3,3146,31.2,9.3,23.2,12.0,94.2,90.2,9.8,95.3,91.4,5.2,121675,143690,95.7,4.6,265200,94,1013,1435,67.7,302621,96.4,302621,78.5,10.4,3.2,13.1,27.2,55.2
3416170,Tewksbury Township School District,NJ,2.45766274649613,2.114592787497739,2.239161050379433,Hunterdon County,2021m1,0,1,0,495,18879000,364000,1.353601,1.488193,-0.526235,1.528165,1.059181,62.5,23.0,61.0,57.4,29.5,23.8,6.9,10.1,1146,19.4,6.5,32.3,23.1,89.6,87.0,13.0,96.1,93.2,4.6,161440,202019,97.2,2.1,478600,96.1,1299,1627,66.6,129099,97.7,129099,85.9,2.6,4.5,12.8,26.6,56.8
3416230,Toms River Regional School District,NJ,0.2952657427102938,-0.6279335685185892,-0.5055743738666063,Ocean County,2021m1,0,1,0,14563,327859000,25075000,0.2998466,0.9938198,-1.202593,0.0479258,0.7622339,52.8,20.2,55.3,50.1,32.2,25.1,8.0,11.0,9702,33.3,7.9,21.5,11.4,92.2,87.9,12.1,91.9,86.1,5.7,104483,129682,95.5,6.6,343500,81.5,873,1639,59.2,638691,94.8,638691,87,3.1,1.9,17.8,29.9,44.3
3416380,Union City School District,NJ,-0.0081091591492433,-0.2360195773577338,-0.1599652455636793,Hudson County,2021m1,0,0,1,11552,360854000,47302000,-1.046642,-0.4779096,-1.445616,-0.2802683,-0.8314704,39.7,17.3,45.7,41.4,44.1,38.1,6.7,10.1,10457,23.3,4.8,27.4,19.2,57.3,42.3,57.7,94.8,90.2,5.8,96221,139620,88.4,10.5,486900,93,1257,1722,66.8,712029,100.3,712029,41.4,12.1,16,8.6,33.7,63.7
3416470,Barnegat Township School District,NJ,0.1245400518084061,-0.3151208562519265,-0.0098965245214018,Ocean County,2021m1,0,1,0,3552,86125000,9387000,0.2998466,0.9938198,-1.202593,0.0479258,0.7622339,52.8,20.2,55.3,50.1,32.2,25.1,8.0,11.0,9702,33.3,7.9,21.5,11.4,92.2,87.9,12.1,91.9,86.1,5.7,104483,129682,95.5,6.6,343500,81.5,873,1639,59.2,638691,94.8,638691,87,3.1,1.9,17.8,29.9,44.3
3416530,Upper Deerfield Township School District,NJ,-0.9182977196446808,-1.264233132111824,-1.365494354886397,Cumberland County,2021m1,0,0.064516127,0.93548387,917,24122000,2102000,-1.479776,-1.453649,-1.061371,-0.1402507,-1.485271,42.7,15.5,39.8,40.5,46.7,35.4,8.4,11.0,1586,39.2,7.9,11.6,5.7,89.1,72.0,28.0,91.5,85.5,7.8,75895,103161,90.4,11.8,192900,92,812,1202,61.5,153588,105.2,153588,56.6,19,1.6,14.6,37.4,51.7
3416560,Upper Freehold Regional School District,NJ,1.947839550550633,1.414961928529551,1.300426429873292,Monmouth County,2021m1,0,1,0,2107,54362000,1663000,0.5152937,0.7885914,-0.9413838,0.9658282,0.431202,55.0,22.3,56.2,51.3,33.7,28.7,6.7,9.6,6525,21.4,7.5,30.5,19.4,86.8,82.6,17.4,95.3,92.5,5.4,150040,193357,95,4.2,519300,92.3,1272,1683,65.3,643064,96.5,643064,78.5,6.6,5.4,12.2,26.4,55.6
3416650,Upper Township School District,NJ,2.239672938680752,1.187719421423862,1.31109995931897,Cape May County,2021m1,0,1,0,1390,43377000,2278000,0.2036232,0.7425926,-0.6141104,0.3212166,-0.0428811,52.4,15.0,60.1,55.2,27.0,20.7,8.0,11.8,1056,31.5,7.6,22.5,13.4,95.3,90.9,9.1,94.9,89.8,6.5,101287,136845,94.4,6.4,372300,43.5,895,1285,59.4,95456,94.4,95456,87.3,3.8,0.8,21,31.1,38.9
3416710,Vernon Township School District,NJ,0.7441202943319789,0.2768945780056811,0.3329654562891289,Sussex County,2021m1,0,1,0,2898,88191000,4685000,0.9647123,1.438332,-0.8638095,0.8619191,1.009088,57.2,20.9,56.4,54.3,31.0,25.0,8.5,12.1,1377,28.7,8.3,25.1,13.8,91.9,89.4,10.6,95.8,93.0,5.5,130760,159547,96.4,3.6,322300,89.9,1057,1501,69,144808,101.4,144808,87.4,2.2,1.9,11.8,25.8,54.3
3416830,Voorhees Township School District,NJ,1.81163686489823,1.537270847850807,1.884630697424546,Camden County,2021m1,0,0.74193549,0.25806451,2974,73290000,3697000,-0.9868924,-0.7559941,-1.106833,0.6329756,-1.57668,43.6,16.8,47.0,41.5,40.4,35.9,8.0,11.6,6261,29.3,7.7,20.8,13.5,88.2,79.1,20.9,93.7,89.7,7.2,102893,130398,93.3,9.1,241300,93.5,1076,1264,64.9,522581,94.3,522581,58.2,19.3,5.9,11.4,32.9,54.8
3416920,Wallington Boro School District,NJ,1.289512993523499,0.1956029725250144,0.944874349221517,Bergen County,2021m1,0,0.064516127,0.93548387,1181,30440000,1968000,0.4837681,1.279886,-0.9425923,-0.0352282,0.8081962,56.0,24.2,56.9,51.4,33.3,28.5,6.3,9.9,10539,20.7,6.6,30.8,20.8,68.6,59.0,41.0,95.7,93.1,5.5,144348,188367,93.4,5.2,561500,95.6,1447,1782,62.6,953243,96.3,953243,62.3,5.7,16.6,10.3,29.2,59.4
3416980,Warren Township School District,NJ,3.209198634122878,2.356945697156824,2.645639089743852,Somerset County,2021m1,0,1,0,1540,57293000,1200000,1.015723,1.503243,-0.9219903,1.075711,0.9264588,58.4,25.3,58.5,53.7,32.9,28.1,5.6,9.2,3859,17.9,6.1,31.2,26.1,73.1,66.3,33.7,97.1,95.1,5,161223,210038,94.4,3.4,489500,96.6,1323,1846,65.2,344978,97.3,344978,57.7,9.6,19.1,10,26.1,61.3
3417430,West Deptford Township School District,NJ,0.8403075815746046,0.2115982814670803,0.2107841621472764,Gloucester County,2021m1,0,0.29032257,0.7096774,2904,71868000,4648000,0.3697789,0.6571116,-1.203801,0.7817346,0.590779,52.7,21.0,51.5,46.8,36.7,31.3,7.5,11.3,3146,31.2,9.3,23.2,12.0,94.2,90.2,9.8,95.3,91.4,5.2,121675,143690,95.7,4.6,265200,94,1013,1435,67.7,302621,96.4,302621,78.5,10.4,3.2,13.1,27.2,55.2
3417700,West Windsor-Plainsboro Regional School District,NJ,3.804995159376197,2.58893854333618,2.67834915093183,Mercer County,2021m1,0,0.54838711,0.45161289,9026,246220000,9124000,-0.0339103,0.2939601,-0.3026048,0.629972,-0.8082311,47.6,20.2,49.1,43.7,40.1,35.7,7.3,9.7,3353,25.4,6.0,24.0,20.2,75.4,67.2,32.8,94.1,88.5,6.1,120093,164874,93,7.3,327600,93,1085,1454,63.7,383732,97.6,383732,53.8,19.7,12.2,12.2,29.7,58.8
3417820,Westwood Regional School District,NJ,1.918146430917384,1.978064858387577,1.607578644663712,Bergen County,2021m1,0,1,0,2756,79077000,3072000,0.4837681,1.279886,-0.9425923,-0.0352282,0.8081962,56.0,24.2,56.9,51.4,33.3,28.5,6.3,9.9,10539,20.7,6.6,30.8,20.8,68.6,59.0,41.0,95.7,93.1,5.5,144348,188367,93.4,5.2,561500,95.6,1447,1782,62.6,953243,96.3,953243,62.3,5.7,16.6,10.3,29.2,59.4
3417880,Wharton Borough School District,NJ,-0.0042896624071238,-0.1315238186257401,-0.0557915656882892,Morris County,2021m1,0,0.51612902,0.48387095,689,22211000,1429000,1.166057,1.696756,-0.8056288,1.177729,0.929041,58.4,25.5,57.9,53.1,32.4,27.8,6.4,9.7,5378,18.8,6.1,33.0,24.2,80.7,74.9,25.1,96.1,94.0,5.3,163598,211687,95.4,3.3,531800,96,1331,1814,66.5,508816,98.5,508816,73.8,3.4,10.7,10.5,27,58.2
3417940,Wildwood City School District,NJ,-2.090979165202386,-2.511212024669132,-2.556978557128715,Cape May County,2021m1,0,1,0,837,32940000,8125000,0.2036232,0.7425926,-0.6141104,0.3212166,-0.0428811,52.4,15.0,60.1,55.2,27.0,20.7,8.0,11.8,1056,31.5,7.6,22.5,13.4,95.3,90.9,9.1,94.9,89.8,6.5,101287,136845,94.4,6.4,372300,43.5,895,1285,59.4,95456,94.4,95456,87.3,3.8,0.8,21,31.1,38.9
3418060,Winslow Township School District,NJ,-0.5641202570440962,-1.522910650913845,-1.355243123759167,Camden County,2021m1,0,0,1,4704,138690000,10499000,-0.9868924,-0.7559941,-1.106833,0.6329756,-1.57668,43.6,16.8,47.0,41.5,40.4,35.9,8.0,11.6,6261,29.3,7.7,20.8,13.5,88.2,79.1,20.9,93.7,89.7,7.2,102893,130398,93.3,9.1,241300,93.5,1076,1264,64.9,522581,94.3,522581,58.2,19.3,5.9,11.4,32.9,54.8
3418120,Woodbridge Township School District,NJ,0.7580585866268663,0.162772718133593,0.2308208179332611,Middlesex County,2021m1,0,0,1,13621,353004000,18304000,0.2954424,0.9247312,-1.221986,0.4531679,0.4466949,55.4,24.4,54.6,50.0,36.3,31.2,5.8,8.7,9044,23.5,6.6,26.4,18.7,65.9,53.7,46.3,95.3,92.1,6.3,124842,151439,93.3,6.1,411900,95.9,1174,1739,64.4,860147,98.9,860147,47.9,10.2,25,10.6,29.2,60.9
3418330,Woodstown-Pilesgrove Regional School District,NJ,1.122237457435753,0.6934001850047409,0.6397259249288618,Salem County,2021m1,0,0,1,1473,34709000,2184000,-0.3320261,-0.9055588,-0.6268284,0.6117142,-0.0609563,44.6,13.9,46.3,43.1,38.6,32.1,9.4,11.4,735,39.9,9.5,15.0,7.8,96.7,92.3,7.7,92.8,87.3,8,92541,114306,95.2,9,208200,89.2,917,1165,57.4,64840,97.9,64840,75.4,14.6,0.9,16.2,35.2,51.6
3700011,Cumberland County Schools,NC,-0.5549663749132483,-1.218401934379858,-0.918218770667936,Cumberland County,2021m1,0,0,1,48860,634788000,163311000,-1.383501,-0.7038581,-0.996229,-0.6932196,-1.524004,40.7,16.1,45.0,42.0,41.0,31.2,8.7,14.0,4802,26.5,11.2,17.4,9.5,93.3,87.6,12.4,92.9,88.5,7.9,66288,84993,89.2,14.1,166600,88.8,492,1098,67,335207,99,335207,45.1,37.2,2.5,15.5,39.1,55.7
3700012,Pitt County Schools,NC,0.1891215525832424,-0.291560417432394,-0.1417439923920893,Pitt County,2021m1,0,0,1,23790,300868000,63447000,-1.039962,-0.9354112,-0.8125945,-0.2528467,-0.9456016,35.5,13.5,42.9,35.2,43.9,43.0,8.8,11.8,1643,24.6,12.8,20.0,13.2,94.9,92.5,7.5,92.2,85.5,7.5,73970,93644,89.9,11.9,178700,89.3,508,911,65.5,171196,89.5,171196,54.7,35.1,1.7,15.3,35.4,54
3700030,Alamance-Burlington Schools,NC,-0.4824190204602896,-1.414515534977313,-1.242222722692036,Alamance County,2021m1,0,1,0,22158,278553000,65047000,-0.7205304,-0.3547412,-0.9198632,-0.0476614,-0.7798274,47.3,17.9,52.3,43.3,34.2,32.2,8.6,12.1,2135,27.9,11.0,19.0,8.4,91.6,86.0,14.0,93.0,86.0,5,78033,94923,90.3,10.5,197700,91,419,959,61.5,171779,92,171779,65.6,19.6,1.6,16.1,32.4,55.3
3700090,Alexander County Schools,NC,0.7201173564637733,-0.0186478419555449,0.1610940829580656,Alexander County,2021m1,0,1,0,4509,61123000,12281000,0.1987084,0.6101884,-0.9507664,0.1101759,0.5938776,56.2,20.0,53.4,53.8,29.9,23.5,10.6,10.0,298,40.5,11.2,11.0,4.3,97.5,94.1,5.9,89.5,83.6,5.6,72821,90889,90.9,8.1,169300,85.8,365,735,48.3,36505,107.3,36505,87.9,4.4,1.1,18.4,28.1,49.9
3700120,Alleghany County Schools,NC,0.7353015579851307,-0.6340782300473453,-0.3556532226942091,Alleghany County,2021m1,0,1,0,1392,26032000,6163000,0.3378366,0.1410136,0.1383229,0.0106545,0.557211,54.9,14.6,61.2,57.8,18.7,14.1,14.7,15.8,161,30.1,9.0,13.4,7.3,95.6,92.6,7.4,86.7,79.2,5.3,57432,84940,86.6,12,171800,63.9,341,708,52.2,10989,94.5,10989,93.5,1.9,0.3,26.4,32.6,41.1
3700180,Anson County Schools,NC,-1.238993951928506,-1.754759470116576,-1.705451828948586,Anson County,2021m1,0,0,1,2924,43434000,9577000,-1.652237,-2.326647,-0.302262,-0.5110841,-1.385084,36.8,10.6,37.8,35.6,44.4,36.7,10.2,12.1,270,43.9,9.3,8.7,2.6,96.7,93.7,6.3,88.2,83.4,6.4,60146,72609,87,14.8,116300,83,433,818,44.5,22200,102.7,22200,46,48,1.5,21.2,31,43
3700210,Ashe County Schools,NC,1.346461362929985,0.718555484121433,0.8737945004043333,Ashe County,2021m1,0,0,1,2768,40252000,7945000,0.1715891,-0.2675395,-0.2028772,-0.0117877,0.8629379,54.1,14.1,63.3,53.9,23.4,17.4,9.3,13.5,272,30.1,13.1,12.6,8.2,96.9,95.0,5.0,87.1,79.4,5.1,62380,76837,89,10.1,199200,69.4,370,730,45.1,26759,98.1,26759,95.6,1,0.4,24.5,30.5,40.6
3700240,Asheboro City Schools,NC,-0.1707307891829979,-1.505295571936023,-1.06956835333962,Randolph County,2021m1,0,1,0,4429,60637000,14347000,-0.2445625,-0.2193062,-0.9895535,-0.0622405,0.4513428,50.9,17.3,52.5,48.4,30.4,24.2,11.4,12.7,1640,35.1,10.1,11.9,4.9,94.1,87.5,12.5,91.6,85.5,3.9,67531,83298,87.1,11.4,158300,89.8,379,813,55.8,144403,98.9,144403,82.1,5.7,1.2,17.9,31.9,49.1
3700270,Asheville City Schools,NC,0.4462902612880102,-0.5463071634003676,-0.3613892502448985,Buncombe County,2021m1,0,0,1,4218,78614000,11467000,-0.0418688,-0.1763215,-0.35745,0.3156659,0.0123769,46.6,14.6,47.0,43.1,37.9,31.7,10.9,13.4,2293,23.2,8.8,25.6,17.5,93.6,91.6,8.4,90.5,85.6,3.6,85099,115909,88.7,6.7,328900,79.1,460,1209,57.4,269449,93.6,269449,85.2,5.6,1.2,19.3,32.1,45.1
3700300,Avery County Schools,NC,0.9191964470977894,-0.1101122273186252,0.4282544591419777,Avery County,2021m1,0,0,1,1885,35618000,6742000,0.4973331,1.35669,0.1346973,-0.83263,0.5520467,55.4,16.4,44.1,55.9,37.2,21.8,15.3,10.1,113,31.0,9.0,13.6,8.7,96.3,94.9,5.1,91.7,81.1,5,70968,98101,85.4,8.2,215900,46.6,373,811,45.4,17679,120.6,17679,89.2,3.6,0.5,24.7,33.4,35.3
3700330,Beaufort County Schools,NC,0.0807063854600765,-0.600117035350701,-0.5369962668981181,Beaufort County,2021m1,0,1,0,5926,89240000,22699000,-0.0540788,-0.011449,0.0092434,0.2153679,-0.4302041,48.2,11.4,54.6,47.9,29.5,25.2,10.0,12.2,421,31.5,11.9,12.2,7.2,96.4,93.2,6.8,88.9,81.1,5.6,69959,89986,88.7,12.2,159900,78.1,519,835,48.4,44711,92.5,44711,70.5,23.1,0.2,24.8,32.6,44.5
3700360,Bertie County Schools,NC,-0.8364173720000796,-1.606714125786241,-0.9119521427083584,Bertie County,2021m1,0,1,0,1832,31850000,7244000,-0.4484036,-0.8049971,-0.6919746,-0.3111626,0.4730329,40.6,9.0,38.9,40.1,44.9,29.1,9.0,10.9,276,36.3,7.6,10.9,5.7,99.1,97.7,2.3,82.1,63.7,6.4,59840,86264,88.1,15.4,87500,77.5,454,823,47.1,17818,107.4,17818,34.7,61.7,0.8,27.9,31.9,44.5
3700390,Bladen County Schools,NC,-0.9527822023923572,-1.985354417728925,-1.41564795695582,Bladen County,2021m1,0,0,1,3981,60204000,15720000,-1.133821,-2.276306,-0.4459009,-0.3273945,-0.0748998,41.6,12.1,46.6,38.1,34.9,28.8,13.1,14.8,266,33.9,10.3,14.0,6.2,97.6,92.7,7.3,87.1,80.4,5.5,54679,78538,90,20.5,115900,74.2,450,731,39.3,29807,92.5,29807,56.6,33.7,0.3,27.9,34.7,42.2
3700420,Brunswick County Schools,NC,0.0969123515025236,-0.094498373965326,0.1036227925538551,Brunswick County,2021m1,0,0,1,12640,194697000,37126000,-0.3251732,-0.5861918,-0.9380483,0.1255318,0.383174,58.2,10.7,63.9,57.5,22.8,17.6,9.2,13.0,1269,26.8,11.9,20.4,12.0,96.8,95.7,4.3,96.6,92.6,5,85162,105196,91.2,5.9,284100,67.3,535,1187,59.2,139721,93.2,139721,83,8.6,0.6,33.8,30,31.6
3700450,Buncombe County Schools,NC,0.4388378272297109,-0.2180009428129086,-0.0218609845612976,Buncombe County,2021m1,0,0,1,22079,331370000,70493000,-0.0418688,-0.1763215,-0.35745,0.3156659,0.0123769,46.6,14.6,47.0,43.1,37.9,31.7,10.9,13.4,2293,23.2,8.8,25.6,17.5,93.6,91.6,8.4,90.5,85.6,3.6,85099,115909,88.7,6.7,328900,79.1,460,1209,57.4,269449,93.6,269449,85.2,5.6,1.2,19.3,32.1,45.1
3700480,Burke County Schools,NC,0.3397446678935978,-0.2436315284331299,0.1073955274964558,Burke County,2021m1,0,0,1,11632,148319000,34331000,-0.4482038,-0.522675,-0.7295532,-0.4649512,0.3645824,50.4,16.0,52.2,49.1,33.2,24.1,9.1,12.5,905,32.4,12.1,12.4,7.4,95.1,90.4,9.6,88.8,79.7,6,66702,85564,89.2,12.5,155500,88.5,371,768,53,87799,100.6,87799,83.1,5.9,3.4,20.6,32.5,47.3
3700530,Cabarrus County Schools,NC,0.9908673353451594,0.5521604114940644,0.6803234213047551,Cabarrus County,2021m1,0,0,1,33562,418338000,60411000,0.2920583,0.6609832,-0.9392568,0.212938,0.6847693,56.6,24.4,55.1,48.7,34.4,29.2,6.6,12.8,2261,26.0,9.7,24.0,12.5,91.2,86.2,13.8,95.4,90.5,4.9,99008,123587,92,6.1,281600,87.3,471,1185,70.7,226396,96.8,226396,64.8,18.9,4.9,12.5,31.6,58.9
3700580,Caldwell County Schools,NC,-0.1348468153669424,-0.7861691968694497,-0.753125090378048,Caldwell County,2021m1,0,1,0,10906,153896000,40210000,-0.3477616,-0.4289887,-0.8822846,-0.2852114,0.5060844,47.6,15.9,50.2,46.6,31.0,22.0,12.9,16.2,608,31.8,10.5,12.3,4.9,97.0,94.3,5.7,87.1,83.2,5.8,67132,82125,88.7,10.6,158300,86.5,333,717,52.4,80716,98.7,80716,87.3,4.3,0.5,18.5,34.9,49.9
3700600,Camden County Schools,NC,0.5852207463354953,0.6559942687598683,1.003462579326019,Camden County,2021m1,0,1,0,1880,25792000,3120000,0.413339,0.5695822,-0.6210759,0.080512,0.9460832,64.0,29.1,64.5,62.7,27.1,15.5,5.4,14.1,181,30.3,13.0,16.4,8.0,98.3,97.2,2.8,94.7,92.9,5.7,88953,98800,96.3,5.8,261000,92.8,496,1151,77.7,10547,108.7,10547,81.1,8.1,1.4,14.8,33.1,53.7
3700660,Caswell County Schools,NC,-0.9386534908193164,-1.443821179154876,-1.448032846901905,Caswell County,2021m1,0,0,1,2229,32747000,7880000,-0.4491724,-0.6240852,-0.826521,-0.0477293,0.1512967,52.6,13.9,48.5,51.6,35.0,24.5,9.5,9.9,175,37.1,11.3,9.9,5.6,97.2,94.8,5.2,88.5,77.0,6,66451,81599,90.1,11.7,138600,81.1,384,678,48.1,22747,108.4,22747,60.3,32,0.9,19.7,36.6,48.3
3700690,Catawba County Schools,NC,0.5448278570004357,0.1454722239057711,0.2504390175131643,Catawba County,2021m1,0,1,0,15494,198526000,44165000,-0.1481045,0.3445918,-0.7853169,0.0464605,-0.1632095,49.2,16.7,53.2,47.5,32.6,26.1,9.6,13.4,1918,30.0,12.4,17.3,7.5,93.1,86.7,13.3,92.5,86.4,5.1,73996,98791,88.2,9.3,194000,90.7,370,866,59.5,161011,97.1,161011,77.1,8.1,4.1,17.3,32.3,53.2
3700750,Chatham County Schools,NC,0.6002403296295533,0.3078847131240909,0.4077132547933537,Chatham County,2021m1,0,1,0,9009,141683000,20943000,0.4146156,0.54760470000000006,-0.6895576,0.7698749,0.3666482,57.6,18.8,63.5,54.6,23.8,23.0,7.8,11.5,808,18.2,8.9,24.7,21.8,90.1,85.8,14.2,93.3,84.7,2.8,104609,146045,91.2,8,373300,91.1,573,995,59.3,76754,92.9,76754,74.9,10.8,1.7,20.8,29.3,48.6
3700780,Cherokee County Schools,NC,0.3587432194930775,-0.4765771894895998,-0.1140712140534887,Cherokee County,2021m1,0,1,0,2944,52005000,14161000,-0.1270107,-0.2575936,-0.2768258,-0.1690174,0.2612964,51.4,9.3,57.5,54.0,22.9,17.5,12.7,13.5,343,33.0,12.6,15.7,8.0,98.0,97.1,2.9,91.6,79.2,4.9,60917,75190,83.8,12,193500,70.9,357,819,44.4,28868,97.4,28868,91.8,1.5,0.5,34.5,28.6,36.3
3700840,Edenton-Chowan Schools,NC,0.2232366517144451,-0.022238911540903,-0.9201388114048016,Chowan County,2021m1,0,1,0,1937,29465000,5419000,-0.6374767,-1.314235,-0.362284,0.2571808,-0.3661666,47.1,12.9,55.9,46.7,25.1,27.7,11.3,10.1,186,33.6,8.9,15.1,9.1,97.8,96.3,3.7,90.2,80.8,4.3,68042,83739,93.4,17.6,181400,86.8,565,814,53,13835,91.3,13835,60.4,33.5,0.1,22.8,37,45.5
3700870,Clay County Schools,NC,0.4124695916955545,0.1397614916116989,-0.0071290133721638,Clay County,2021m1,0,1,0,1252,19787000,4303000,0.4441305,0.6317447,0.2371321,0.1590436,0.1032687,52.9,11.3,56.6,57.0,25.9,14.8,12.2,14.9,71,24.3,13.1,17.6,11.2,96.0,95.7,4.3,87.8,79.2,4,74795,97749,84.7,7.7,251900,66.8,439,793,47.5,11186,91.6,11186,94.5,1,1.1,28.1,25.1,32.1
3700900,Cleveland County Schools,NC,0.7311952131551633,-0.0279109470825576,-0.1479857487362679,Cleveland County,2021m1,0,1,0,14324,185957000,36219000,-0.5570524,-0.8591591,-0.7113681,-0.2529483,0.1951933,46.6,12.9,48.7,44.0,35.1,27.4,9.5,14.9,1530,34.7,13.2,12.3,7.1,97.5,95.5,4.5,87.9,76.5,6.4,64112,82242,88.8,14.2,155000,83.5,385,794,50.4,99527,93.6,99527,72.9,20.2,1,18.7,34.8,52.5
